topicno,rank,docid,score
6,131,c1xx1uvd,2.265199899673462
6,132,vzldm1ac,2.2651989459991455
6,133,bhngltgh,2.2650980949401855
6,134,s4d442kx,2.2649970054626465
6,135,6lxc2rj2,2.26499605178833
6,136,ndralqvr,2.2648000717163086
6,137,mmcszoxb,2.264799118041992
6,138,f085c7sz,2.264798164367676
6,139,hq8dg87u,2.2646968364715576
6,140,gy0d5795,2.2644999027252197
6,141,wbhuafmp,2.2643001079559326
6,142,0u0u348d,2.2639999389648438
6,143,wuvry51z,2.263700008392334
6,144,szsb1oan,2.263200044631958
6,145,mmc3lhry,2.263000011444092
6,146,jlrievxl,2.262899160385132
6,147,yj9tfemw,2.262399911880493
6,148,0tl1imqo,2.261899948120117
6,149,v2hh3w3r,2.261699914932251
6,150,hj0bt9bd,2.2614998817443848
6,151,ffm5fww3,2.260999917984009
6,152,eo2pcgix,2.259999990463257
6,153,5ipj2z86,2.259899139404297
6,154,vbdb0x3m,2.259798049926758
6,155,2opkte2f,2.2595999240875244
6,156,s7bhe7c8,2.2590999603271484
6,157,ox1a5lhm,2.258699893951416
6,158,5ns1onkw,2.2586989402770996
6,159,pf5m3gm3,2.257699966430664
6,160,5xeergll,2.257499933242798
6,161,3wsihzhk,2.257399082183838
6,162,43eh6cqz,2.256500005722046
6,163,yjbcvf3o,2.25600004196167
6,164,68ps3uit,2.2559990882873535
6,165,yy8f30c5,2.2558979988098145
6,166,mttt1oai,2.25570011138916
6,167,kwncu3ji,2.2556991577148438
6,168,twog1fpj,2.255500078201294
6,169,jol1lmh6,2.2554991245269775
6,170,u7dhbmht,2.2541000843048096
6,171,hth8f5sn,2.254099130630493
6,172,uiou7c2b,2.2537999153137207
6,173,mowwh1jf,2.253499984741211
6,174,vnvcqn4j,2.2530999183654785
6,175,pm0fk1a0,2.252700090408325
6,176,kbysppgb,2.252500057220459
6,177,yfmng12f,2.2523999214172363
6,178,62qe4fb0,2.2522990703582764
6,179,vwf2djd4,2.251699924468994
6,180,v8ngqsh2,2.251300096511841
6,181,u1e4e8d8,2.2507998943328857
6,182,v5qb41c1,2.2506000995635986
6,183,3doc40hx,2.2502999305725098
6,184,2pyfhks1,2.2493999004364014
6,185,ll6lkhyd,2.2492990493774414
6,186,cusk2t80,2.2490999698638916
6,187,5emihtwr,2.2483999729156494
6,188,vg1vvm6f,2.2481000423431396
6,189,fvdq0yes,2.246799945831299
6,190,4feo08nh,2.2464001178741455
6,191,awanrm9u,2.246000051498413
6,192,pg6893i5,2.2458999156951904
6,193,ocqn03h4,2.245699882507324
6,194,5ldwr8u0,2.245698928833008
6,195,l7c6j6o6,2.245300054550171
6,196,my16g91c,2.244800090789795
6,197,evbsdfhp,2.2446999549865723
6,198,zgltws0c,2.2445991039276123
6,199,irl5reo4,2.24429988861084
6,200,4b74nv18,2.24419903755188
6,201,xr4g78b5,2.243799924850464
6,202,xuj4yymz,2.2435998916625977
6,203,cb7na5ka,2.2434990406036377
6,204,20d8g4g4,2.2434980869293213
6,205,zfuphzeu,2.243496894836426
6,206,xn11xd78,2.2425999641418457
6,207,leysxvf2,2.242300033569336
6,208,lku0cm62,2.241300106048584
6,209,f6sz8qrv,2.2411999702453613
6,210,6xyipioz,2.2410991191864014
6,211,mli0c97c,2.240600109100342
6,212,xwzfwbbz,2.2404000759124756
6,213,ptnmtvzj,2.2400999069213867
6,214,xoiju5ub,2.2400989532470703
6,215,6h094fqh,2.2399981021881104
6,216,g0xaonxv,2.2397000789642334
6,217,0p4zy5t2,2.239699125289917
6,218,wq5zqzvv,2.239598035812378
6,219,fkqohnyz,2.239496946334839
6,220,tk1q4wkp,2.2392001152038574
6,221,k0162dg6,2.239199161529541
6,222,aa5vw5rh,2.2391982078552246
6,223,os0faovj,2.239000082015991
6,224,t98ed1gb,2.2385001182556152
6,225,ey040q2l,2.238300085067749
6,226,0y22emfh,2.2382991313934326
6,227,f5rto51t,2.238100051879883
6,228,xhpv783y,2.237799882888794
6,229,dh4zysz9,2.2374000549316406
6,230,0xciml6s,2.237299919128418
6,231,ssmfhoew,2.237199068069458
6,232,u17kyxiu,2.2369000911712646
6,233,3no082lg,2.2368991374969482
6,234,xq6qney7,2.2365000247955322
6,235,f7h0sy49,2.236299991607666
6,236,ddgb2f52,2.236199140548706
6,237,1c5ug64m,2.236098051071167
6,238,3yze821v,2.2353999614715576
6,239,yottboqs,2.234999895095825
6,240,s7uqawbd,2.2348990440368652
6,241,tgowzrqo,2.233099937438965
6,242,kc7msjsz,2.232999086380005
6,243,nvuj3djn,2.2325000762939453
6,244,xm7hq1vq,2.2321999073028564
6,245,t0fqyezl,2.231600046157837
6,246,xjdn1o8i,2.231300115585327
6,247,cobrl3dl,2.2312991619110107
6,248,2kidtdju,2.2311980724334717
6,249,wj0esjwi,2.2304000854492188
6,250,vwmgolwo,2.230299949645996
6,251,710mmtl8,2.2298998832702637
6,252,kzudasop,2.2297990322113037
6,253,i6pv90s9,2.2296981811523438
6,254,g4kqqpy1,2.2293999195098877
6,255,bgm3bt78,2.2292990684509277
6,256,bcjnujlj,2.2292981147766113
6,257,63ddlh20,2.229099988937378
6,258,hm1ndygs,2.228999137878418
6,259,8m11ig06,2.228800058364868
6,260,kj56zi59,2.228600025177002
6,261,gc59a5cr,2.2285990715026855
6,262,ihxyxd5u,2.2283999919891357
6,263,nhxro0bj,2.228299140930176
6,264,hfkvg4uo,2.2282981872558594
6,265,0evqo01m,2.228196859359741
6,266,i0fu8e0p,2.227799892425537
6,267,fiizu59h,2.22760009765625
6,268,vpq4yghn,2.2269999980926514
6,269,c99lszcu,2.226799964904785
6,270,bqv03u2e,2.226599931716919
6,271,1ur4tbwj,2.2263998985290527
6,272,h6zdbs28,2.2256999015808105
6,273,hbjow8rm,2.2255990505218506
6,274,992l4een,2.225598096847534
6,275,gbkgzvc8,2.2253000736236572
6,276,vi6rth9o,2.2251999378204346
6,277,68cr4amg,2.2250990867614746
6,278,92c929q5,2.2249979972839355
6,279,1k9l0z5k,2.22499680519104
6,280,22nilgvg,2.2248001098632812
6,281,tylkbh4h,2.2242000102996826
6,282,jsm6o5pq,2.2239999771118164
6,283,5xhgocmi,2.2238991260528564
6,284,adul9nzf,2.2237980365753174
6,285,vic6rbnb,2.223796844482422
6,286,lmzhm0os,2.223695993423462
6,287,kxnm8l2z,2.2235000133514404
6,288,c2jpdf1j,2.223299980163574
6,289,ijdl4toy,2.2230000495910645
6,290,yxawoasz,2.222599983215332
6,291,jgu8kc5k,2.2223000526428223
6,292,fodh7msu,2.222100019454956
6,293,0new927o,2.2218000888824463
6,294,iq9xqe31,2.221299886703491
6,295,5vt9orsg,2.220900058746338
6,296,ekw2oxw2,2.2207000255584717
6,297,nr7k62v3,2.2204999923706055
6,298,38dlh3wg,2.220499038696289
6,299,vn6954wr,2.2202999591827393
6,300,6njwigco,2.220099925994873
6,301,x0o0q5sz,2.2197000980377197
6,302,i4tevhqf,2.219099998474121
6,303,vumms7a0,2.218899965286255
6,304,sq93cz2b,2.2184998989105225
6,305,tw7wgpsi,2.2183001041412354
6,306,97qg757x,2.218299150466919
6,307,6mysng0t,2.21819806098938
6,308,guisb1c9,2.2177000045776367
6,309,wmxlu3l1,2.2176990509033203
6,310,c4i9e6fl,2.2174999713897705
6,311,jrf5y9d1,2.2172000408172607
6,312,ic9ka18g,2.2171990871429443
6,313,4fzyu8z7,2.2167000770568848
6,314,qec57cid,2.216599941253662
6,315,absrs6js,2.216499090194702
6,316,1os53fk9,2.216200113296509
6,317,2m1wy4z7,2.216099977493286
6,318,i3zyqu54,2.21589994430542
6,319,i41btfm5,2.2156999111175537
6,320,ktrh3seo,2.215399980545044
6,321,4fwkf8fn,2.2153990268707275
6,322,4dwno2h6,2.2149999141693115
6,323,bffgx3sj,2.2148990631103516
6,324,0k029pnb,2.2147979736328125
6,325,iok437d5,2.214600086212158
6,326,jbc74lcu,2.2144999504089355
6,327,89s17ytr,2.2143990993499756
6,328,lbkt9ld8,2.214398145675659
6,329,zits3v1o,2.21370005607605
6,330,vpodtbjk,2.2135000228881836
6,331,z5rpdgrv,2.213200092315674
6,332,o1ie583b,2.2131991386413574
6,333,vet6vf2y,2.2123000621795654
6,334,jg4txydn,2.212299108505249
6,335,u7zxlgxz,2.21219801902771
6,336,xaa9hxai,2.211899995803833
6,337,lwirkob3,2.211799144744873
6,338,89r16ok0,2.2114999294281006
6,339,ted64zo4,2.211498975753784
6,340,vgizgq2y,2.2114980220794678
6,341,n5du3bqt,2.2113969326019287
6,342,d7eishmm,2.2112958431243896
6,343,tovfd9lw,2.2111949920654297
6,344,pil4uudg,2.2105000019073486
6,345,1vx0ny63,2.2103991508483887
6,346,ceatyj3o,2.2102980613708496
6,347,1nu399lz,2.210099935531616
6,348,pcykhene,2.2099990844726562
6,349,vtzpf2wr,2.2098000049591064
6,350,d48u5w0h,2.2095999717712402
6,351,mwj2qby4,2.209599018096924
6,352,phnqftsj,2.209498167037964
6,353,z4fpy607,2.2084999084472656
6,354,uxghqdei,2.208199977874756
6,355,91drf5ko,2.2081990242004395
6,356,fzu4gzb2,2.2080981731414795
6,357,7wdcfe1d,2.2079968452453613
6,358,as0zch1a,2.2078959941864014
6,359,1xjmlwqr,2.2077949047088623
6,360,wg9r3pos,2.2076940536499023
6,361,10tm4wnk,2.2074999809265137
6,362,g7ouajja,2.2072999477386475
6,363,hnb75vou,2.207298994064331
6,364,a5xknb8f,2.2070999145507812
6,365,xpog8ghu,2.207098960876465
6,366,23kzr8rq,2.206998109817505
6,367,momlxbvh,2.2068967819213867
6,368,pt4jsr6d,2.2068958282470703
6,369,zlah6u5s,2.2067949771881104
6,370,5pjam7em,2.2065000534057617
6,371,akxfos29,2.206399917602539
6,372,t9yizht7,2.205699920654297
6,373,fqhl1qb4,2.2054998874664307
6,374,caturc6q,2.2054989337921143
6,375,s78t5qxj,2.2047998905181885
6,376,38k97qi0,2.2046990394592285
6,377,tktk2hi9,2.2044999599456787
6,378,8pf7mdd5,2.2044990062713623
6,379,ljqrxjvv,2.2043981552124023
6,380,8gbuoas6,2.204396963119507
6,381,rtv136j7,2.2042958736419678
6,382,gmjn20t3,2.2037999629974365
6,383,y691hark,2.2036991119384766
6,384,jtx7ni9b,2.203200101852417
6,385,o1x05kni,2.202699899673462
6,386,0hbijukt,2.202599048614502
6,387,eq7pjltx,2.2025980949401855
6,388,9cqimw3k,2.201900005340576
6,389,lgqvfh7s,2.2014999389648438
6,390,vsinwqnr,2.2011001110076904
6,391,22gflsaj,2.201099157333374
6,392,e7ic2pnc,2.2010982036590576
6,393,zfbu9646,2.2009968757629395
6,394,7a3wdduq,2.2008960247039795
6,395,89yz1d9u,2.200895071029663
6,396,mbvwh2ky,2.200500011444092
6,397,kwavs4mx,2.1998000144958496
6,398,161zm74f,2.199799060821533
6,399,8ym56mpv,2.19950008392334
6,400,hap7flng,2.199399948120117
6,401,98syj71y,2.1991000175476074
6,402,ds6jv5ek,2.199099063873291
6,403,f3w2gu8c,2.198997974395752
6,404,p119i282,2.1988000869750977
6,405,vcp0t5mc,2.1987991333007812
6,406,u977bqca,2.1984000205993652
6,407,zonxetwx,2.198399066925049
6,408,7cn23hcv,2.1982979774475098
6,409,836quwga,2.1981000900268555
6,410,6dqo6wmz,2.197999954223633
6,411,u2mfjhtj,2.1979990005493164
6,412,1w2o51sy,2.1978981494903564
6,413,kvugftgu,2.197896957397461
6,414,3ht3iv2g,2.197795867919922
6,415,zdwmxaz3,2.1977949142456055
6,416,icxkkaab,2.1976940631866455
6,417,akriqg0n,2.197499990463257
6,418,d840uu3e,2.1974990367889404
6,419,mcyeyl4s,2.1972999572753906
6,420,pnvjqeyu,2.1971991062164307
6,421,2t40ss6h,2.1967999935150146
6,422,huan94tf,2.1963000297546387
6,423,eegyiljl,2.1962990760803223
6,424,h0vmnxgc,2.196197986602783
6,425,6c6er06a,2.19569993019104
6,426,6mdimxnk,2.1951000690460205
6,427,cognve4c,2.195099115371704
6,428,jgq3dz3u,2.194998025894165
6,429,vsswxwdi,2.1949968338012695
6,430,fspoffmd,2.194995880126953
6,431,zgvxl4h3,2.1949949264526367
6,432,947ekgux,2.194700002670288
6,433,f15h3315,2.1946990489959717
6,434,2rc8n3x6,2.194499969482422
6,435,1zyy536y,2.194399118423462
6,436,fbqqfot9,2.194298028945923
6,437,n8hlrknq,2.1942968368530273
6,438,796okubs,2.1940999031066895
6,439,1zcxw6yu,2.1935999393463135
6,440,84vf5bts,2.1933999061584473
6,441,16vgnq14,2.193398952484131
6,442,rzy6nv0p,2.1933979988098145
6,443,j13p0ezj,2.1932969093322754
6,444,6b0gaqt6,2.1928000450134277
6,445,r892qdcn,2.1927990913391113
6,446,pwq5gir9,2.192798137664795
6,447,8ies5d32,2.1926968097686768
6,448,dulhzcxq,2.192595958709717
6,449,ugc7ce21,2.192495107650757
6,450,rsiv86m8,2.1924941539764404
6,451,bgrgzfoo,2.1923000812530518
6,452,899r9aau,2.1922991275787354
6,453,xmzon7rj,2.191800117492676
6,454,ridrm3e7,2.191699981689453
6,455,2maferew,2.191599130630493
6,456,6hep2lin,2.190999984741211
6,457,gw1pr7fw,2.1907999515533447
6,458,pjydbs0f,2.1906991004943848
6,459,x91sayto,2.1905980110168457
6,460,2pxwhmfx,2.1904969215393066
6,461,iklxrjo8,2.1902999877929688
6,462,m0q7rm6z,2.1902990341186523
6,463,vyoodpon,2.190298080444336
6,464,p1l6xtsq,2.1902968883514404
6,465,yq4dtf8n,2.1901960372924805
6,466,uhei3bvr,2.1900949478149414
6,467,lahg6xlm,2.18969988822937
6,468,slkivxdo,2.18959903717041
6,469,gah61lzy,2.18949818611145
6,470,166wvdbt,2.189396858215332
6,471,59gmu16g,2.1893959045410156
6,472,rbblg4pu,2.189394950866699
6,473,ubg3mj4u,2.189393997192383
6,474,ty41xob0,2.189293146133423
6,475,oihcay6w,2.1891000270843506
6,476,1ucs8zu1,2.189099073410034
6,477,astxi4el,2.188997983932495
6,478,ob9t82y5,2.188800096511841
6,479,qefsrq8l,2.1887991428375244
6,480,ycxwvvcc,2.1882998943328857
6,481,03a6hq3t,2.188199043273926
6,482,mbgl204c,2.188098192214966
6,483,k69g7ovc,2.1880970001220703
6,484,5148p1nx,2.188096046447754
6,485,x95h80nq,2.1879000663757324
6,486,fka9svzu,2.1877999305725098
6,487,thcl3h0k,2.18769907951355
6,488,mr4e409p,2.187299966812134
6,489,y2w7khwo,2.1872990131378174
6,490,nna0s5mf,2.1871981620788574
6,491,ru4ky6kz,2.187196969985962
6,492,ub0r006v,2.187095880508423
6,493,zogtpm7a,2.1870949268341064
6,494,k6wkpmpn,2.1868999004364014
6,495,r2i1fogq,2.186898946762085
6,496,6l1fyl93,2.186798095703125
6,497,j8ebp5dx,2.186697006225586
6,498,gynn7h7o,2.186595916748047
6,499,cexl08i5,2.1865949630737305
6,500,lfqx4nv5,2.1864941120147705
6,501,ifdjyp5b,2.1861000061035156
6,502,dhwlr2ui,2.1859991550445557
6,503,mgrvjvpc,2.1856000423431396
6,504,qgvue8yw,2.1854000091552734
6,505,d3txuxj6,2.1851000785827637
6,506,4s931pmy,2.1846001148223877
6,507,kgyl052w,2.184499979019165
6,508,pof78bwb,2.1844990253448486
6,509,ht9078sv,2.184299945831299
6,510,z31g3mr5,2.184199094772339
6,511,fziv9a9k,2.1839001178741455
6,512,8u68kygv,2.1837000846862793
6,513,hxmk6gvr,2.183699131011963
6,514,kh7pqwv6,2.183000087738037
6,515,sflu2was,2.1828999519348145
6,516,zknngzt2,2.182898998260498
6,517,n3lqbcp5,2.1826999187469482
6,518,tkbliabh,2.1823999881744385
6,519,txezrbv5,2.182399034500122
6,520,c19deii1,2.1823980808258057
6,521,xn0n2t1m,2.1822969913482666
6,522,4fz79wzf,2.1821000576019287
6,523,pjmd8mpv,2.181999921798706
6,524,c5gnm728,2.1816999912261963
6,525,r16y83dm,2.1814000606536865
6,526,r8tmcsyj,2.1812000274658203
6,527,bc51id9c,2.180999994277954
6,528,j9salo2w,2.1807000637054443
6,529,fa0mnbzg,2.1805999279022217
6,530,9ybxuy00,2.1805989742279053
6,531,6x3l453f,2.180598020553589
6,532,ombgq6rm,2.180299997329712
6,533,fewx5xoh,2.180199146270752
6,534,xz602zii,2.180000066757202
6,535,2maferew,2.1798999309539795
6,536,ssxq1ns2,2.179898977279663
6,537,8hiurkho,2.179798126220703
6,538,b471h2u9,2.1796000003814697
6,539,xdg5mkum,2.1794991493225098
6,540,p17tju4c,2.1793980598449707
6,541,3stzhal6,2.179396867752075
6,542,5z91exuk,2.179395914077759
6,543,96cmduez,2.179295063018799
6,544,wunjr3ax,2.1792941093444824
6,545,1fum1g9b,2.1791930198669434
6,546,8ij8b3w3,2.178999900817871
6,547,v7asfaxc,2.1789989471435547
6,548,zio8yhuy,2.1789979934692383
6,549,741tonlc,2.178299903869629
6,550,1v56m2vq,2.178199052810669
6,551,bhvx9xss,2.1781980991363525
6,552,hsxwz798,2.1780970096588135
6,553,0htu9ap2,2.178096055984497
6,554,zndtddty,2.1779000759124756
6,555,yr78kts9,2.177799940109253
6,556,tcxi884k,2.177699089050293
6,557,17oac3bg,2.177597999572754
6,558,msz16zh8,2.177496910095215
6,559,0emio4rl,2.1774959564208984
6,560,v8xmnfko,2.177495002746582
6,561,nx9fg4yn,2.1774940490722656
6,562,fvq8hezk,2.1773931980133057
6,563,3yypznr0,2.177000045776367
6,564,kn1sf3yo,2.1768999099731445
6,565,7qbhepad,2.1765999794006348
6,566,6b0w36l9,2.1763999462127686
6,567,8lcdx719,2.176100015640259
6,568,sdlls3ry,2.175999164581299
6,569,zu2hfx32,2.1758980751037598
6,570,8brxpotx,2.17549991607666
6,571,jd0oirju,2.1754989624023438
6,572,ll4rxd9p,2.1754980087280273
6,573,86hc3lbi,2.175496816635132
6,574,r0nzgu8m,2.175395965576172
6,575,6snl1jfx,2.1749000549316406
6,576,h89s56z8,2.174899101257324
6,577,p8pns7r9,2.1745998859405518
6,578,w0859b3c,2.1745989322662354
6,579,hylfmj8v,2.1744000911712646
6,580,sds68sv5,2.1743991374969482
6,581,bo07c4lf,2.174099922180176
6,582,6idcnt1i,2.173999071121216
6,583,pvlg3nkp,2.1737000942230225
6,584,w8p3tq0d,2.1735999584198
6,585,6alsigxk,2.1735990047454834
6,586,mvkao3ye,2.17330002784729
6,587,jia6dqld,2.1731998920440674
6,588,isbq1fqt,2.1728999614715576
6,589,s2d3q4ob,2.1726999282836914
6,590,r54ksiy3,2.172698974609375
6,591,uzfsv2df,2.172100067138672
6,592,vfydp66j,2.1720991134643555
6,593,6yrpi1ot,2.172098159790039
6,594,nspl014y,2.1720969676971436
6,595,jvxo5v63,2.1719000339508057
6,596,a6h5u16x,2.1718990802764893
6,597,ljad4lhv,2.171898126602173
6,598,mcru4j6g,2.1717967987060547
6,599,l6pw3lch,2.1717958450317383
6,600,cxqzac4a,2.1714999675750732
6,601,2h356o8n,2.1710000038146973
6,602,3t0jhzji,2.1708991527557373
6,603,t9z2ynt5,2.1707000732421875
6,604,3xnc9faq,2.1705000400543213
6,605,6aaqj1ns,2.1703999042510986
6,606,ndpuezpo,2.1703989505767822
6,607,yp38t4yb,2.1702001094818115
6,608,swafz389,2.1696999073028564
6,609,oqm9pw6d,2.16969895362854
6,610,cngz535o,2.1695001125335693
6,611,07dpy0jn,2.169499158859253
6,612,zj1h5ixf,2.169398069381714
6,613,js68cj0f,2.169100046157837
6,614,igpsunrj,2.1689999103546143
6,615,r9gtw3cl,2.168800115585327
6,616,jo1owftf,2.1687991619110107
6,617,7er3k6b8,2.1686980724334717
6,618,9595vm0k,2.1685969829559326
6,619,75j8jydo,2.168596029281616
6,620,hc9tkujz,2.168494939804077
6,621,rn1dow26,2.1684939861297607
6,622,r1ndy1ux,2.1684930324554443
6,623,faec051u,2.1683919429779053
6,624,7fdk881u,2.168290853500366
6,625,ww41t4k2,2.168100118637085
6,626,kfbrar54,2.1680991649627686
6,627,mr6mfsyt,2.1677000522613525
6,628,nvavj9gk,2.1675000190734863
6,629,njdtfcjo,2.1673998832702637
6,630,7qk42oco,2.1670000553131104
6,631,uynrupmk,2.1666998863220215
6,632,0oos87b1,2.1665990352630615
6,633,qma1lsuw,2.1664981842041016
6,634,zpaqd5vd,2.166496992111206
6,635,4zg3ms5b,2.166300058364868
6,636,nq7fb544,2.1661999225616455
6,637,zb8gphr9,2.166198968887329
6,638,1mpp7sbt,2.166098117828369
6,639,7jfb4ttx,2.1658999919891357
6,640,xjr93dm6,2.1656999588012695
6,641,5jeku9j1,2.1655991077423096
6,642,49rpfins,2.165299892425537
6,643,uixrz35f,2.1652989387512207
6,644,h7uwl0pb,2.1651980876922607
6,645,7g8q1s1x,2.1649999618530273
6,646,l3zxejhd,2.164799928665161
6,647,l8h2kovh,2.1647989749908447
6,648,koxlg2rz,2.1646981239318848
6,649,wb19vqv3,2.1646969318389893
6,650,t3mj6gxn,2.1644999980926514
6,651,66lwpblq,2.164499044418335
6,652,lwvvnlmv,2.164398193359375
6,653,l9yjby63,2.164296865463257
6,654,v2s03e1o,2.164196014404297
6,655,zij2wbzs,2.164094924926758
6,656,m400cal3,2.1640939712524414
6,657,y13gz4wz,2.1639931201934814
6,658,bkq598ur,2.1638917922973633
6,659,ebr623rm,2.163890838623047
6,660,o4z6xthw,2.1638898849487305
6,661,6fvbd9ln,2.163888931274414
6,662,iw3uq2z9,2.1638879776000977
6,663,3qky7l9k,2.1637868881225586
6,664,eclsvc3r,2.163599967956543
6,665,q9ij2skz,2.163499116897583
6,666,e5frjae8,2.1634981632232666
6,667,iucu98wx,2.1633968353271484
6,668,xe5v7947,2.1631999015808105
6,669,hwvkvdlk,2.1630990505218506
6,670,cyak2hzv,2.162899971008301
6,671,ddq2q1pg,2.162799119949341
6,672,4nt20c06,2.1624999046325684
6,673,4r0t3q7j,2.1623990535736084
6,674,l8s762ab,2.1622982025146484
6,675,94z2seus,2.1621968746185303
6,676,4d4l6mzl,2.161900043487549
6,677,ytaro52p,2.1618990898132324
6,678,iuu8vmwy,2.161898136138916
6,679,8iwljdoi,2.161796808242798
6,680,pmz0ywuk,2.161695957183838
6,681,knd6avhu,2.161595106124878
6,682,jdejb5b0,2.1612000465393066
6,683,m5u3cnvh,2.161099910736084
6,684,n4q8rubt,2.1610989570617676
6,685,s4ef9qob,2.1609981060028076
6,686,j0n14tqq,2.1602001190185547
6,687,mxrafhf1,2.1600000858306885
6,688,z7r45291,2.159999132156372
6,689,tj21zcod,2.159898042678833
6,690,cd78n2rm,2.159796953201294
6,691,0nmwbpns,2.159695863723755
6,692,9izfkj0j,2.1593000888824463
6,693,hlelt074,2.1591999530792236
6,694,y6ttu9wz,2.158900022506714
6,695,al6v3b9x,2.1588990688323975
6,696,sars5dmi,2.158898115158081
6,697,dm21kvnm,2.1588969230651855
6,698,g95skuik,2.158400058746338
6,699,nkp80h8b,2.1582000255584717
6,700,btwx2vxo,2.1581990718841553
6,701,7t5mm8og,2.158198118209839
6,702,we62087x,2.1579999923706055
6,703,0t9ok1jb,2.157999038696289
6,704,wv84uqli,2.157898187637329
6,705,fcdm1f8f,2.1577000617980957
6,706,esb84243,2.1572999954223633
6,707,qdgqif5j,2.1571991443634033
6,708,lxwbfvto,2.157198190689087
6,709,fcl2g5wr,2.1570968627929688
6,710,7atoko6c,2.1570959091186523
6,711,bpeav0ej,2.1569950580596924
6,712,m6q8kbjg,2.1568939685821533
6,713,wyz5jyjh,2.1567931175231934
6,714,dd1k2krq,2.156791925430298
6,715,w2tyongu,2.156690835952759
6,716,sj6zfybb,2.1566898822784424
6,717,hic5bc7i,2.1565890312194824
6,718,fa5qgum1,2.1564881801605225
6,719,t78svobg,2.156486988067627
6,720,rb7ex6vw,2.156385898590088
6,721,5uzbjqr0,2.1563849449157715
6,722,sb43y1cl,2.1561999320983887
6,723,kzljmzzw,2.1561989784240723
6,724,tjy7f9rk,2.1560981273651123
6,725,9yrxd6bi,2.155900001525879
6,726,zx7w2ymw,2.1558990478515625
6,727,s5gzyrys,2.155898094177246
6,728,qfdxri93,2.155797004699707
6,729,ipkdj0yo,2.155600070953369
6,730,flte42uw,2.1555991172790527
6,731,t50pfsq0,2.1554980278015137
6,732,s7qauqll,2.1552000045776367
6,733,xxc7vdnt,2.1549999713897705
6,734,7i153otn,2.1547999382019043
6,735,wci56l0c,2.154798984527588
6,736,uk5khcoz,2.1547980308532715
6,737,4s78j9ac,2.154599905014038
6,738,buzcb8ya,2.1545989513397217
6,739,r3nd2b5v,2.154400110244751
6,740,cpwmnj3x,2.1542999744415283
6,741,ag3n4ecn,2.153899908065796
6,742,c9e93h0u,2.153799057006836
6,743,hpnec7fa,2.153698205947876
6,744,alu8q5l2,2.15339994430542
6,745,4hn55wui,2.15329909324646
6,746,6hzprswv,2.153198003768921
6,747,kh10u4dg,2.1531968116760254
6,748,s7klkqka,2.1524999141693115
6,749,l1tmi8d9,2.152498960494995
6,750,3cz0bqoc,2.152398109436035
6,751,4ivqlsgt,2.152100086212158
6,752,lndq4djx,2.152099132537842
6,753,qrok21qo,2.1519980430603027
6,754,vfznyyz6,2.1519968509674072
6,755,onfgsfxy,2.1518959999084473
6,756,0ga5rel6,2.151599884033203
6,757,dwhyx97y,2.151499032974243
6,758,n0gv4op6,2.1512999534606934
6,759,p9jrrt6d,2.151298999786377
6,760,pztrwvib,2.151198148727417
6,761,vh4fbrn4,2.150899887084961
6,762,t549rf3o,2.150700092315674
6,763,8zpar4xs,2.1506991386413574
6,764,iylfk82p,2.150399923324585
6,765,hct0tf2b,2.1503989696502686
6,766,07qsm5pv,2.1500000953674316
6,767,zwslhjju,2.149899959564209
6,768,sr53cekh,2.1496999263763428
6,769,9apyiy7n,2.149399995803833
6,770,e0iw7h4v,2.149199962615967
6,771,ljeyma9c,2.149099111557007
6,772,mrsjhjh4,2.148900032043457
6,773,gxstlzuk,2.1487998962402344
6,774,q60ege66,2.1486990451812744
6,775,o2v3yhxo,2.148698091506958
6,776,aiv8yirh,2.148597002029419
6,777,hvaie7ay,2.1485960483551025
6,778,ag5y781z,2.148595094680786
6,779,2llfyyxp,2.148400068283081
6,780,ftz9190a,2.1483991146087646
6,781,ybd4rla7,2.148200035095215
6,782,b4wqkki1,2.148099899291992
6,783,xy5vtjiz,2.147700071334839
6,784,usaxa66c,2.147200107574463
6,785,accjdugz,2.146899938583374
6,786,l2496p8e,2.1468989849090576
6,787,hhyvbvgf,2.146699905395508
6,788,muyc4vt8,2.146599054336548
6,789,j3avpu1y,2.1463000774383545
6,790,qusjlntc,2.146199941635132
6,791,p5vu29g6,2.1459999084472656
6,792,tbks021u,2.1458990573883057
6,793,uutap3da,2.1457982063293457
6,794,kylki373,2.1454999446868896
6,795,k4en9ksd,2.1451001167297363
6,796,fgj63w5r,2.1449999809265137
6,797,1wmp43ti,2.1449990272521973
6,798,m7toy4j0,2.144998073577881
6,799,u31f5e05,2.144896984100342
6,800,xk4w0iz5,2.1448960304260254
6,801,kmpbdvof,2.1447949409484863
6,802,6rgm3c4s,2.14479398727417
6,803,4a4n3473,2.14469313621521
6,804,sbd4xrj6,2.1446919441223145
6,805,t2f0vr1w,2.144690990447998
6,806,jtvez46y,2.1446900367736816
6,807,c3psvuzp,2.1438000202178955
6,808,c8e1zkcc,2.143699884414673
6,809,sewfb3q8,2.143599033355713
6,810,6g34qwer,2.1433000564575195
6,811,gfcn0nd4,2.1429998874664307
6,812,8c76vi90,2.1429989337921143
6,813,nvilxnzl,2.1428980827331543
6,814,2int7x6k,2.142896890640259
6,815,t1wpujpm,2.142796039581299
6,816,zwh1xj5u,2.1422998905181885
6,817,wj7vqj6f,2.1421990394592285
6,818,csiknjsm,2.1420981884002686
